SC2,SC3,SC4,B2b,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E1_12,E1_13,E1_14,E1_15,E1_16,E2,E3,E8,E8a,E7,H1,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H7_1,H7_2,H7_3,H7_4,H7_5,H8,H9New,H10,H11,H12,Z1,Z5,Z10,WEIGHT
4,2,4558,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2.0,1.0,4.0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,5,2,5.0,4.0,6,3,1,0.75
4,2,4558,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,3,2,4.0,5.0,6,3,2,0.75
4,2,4305,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,14,3.0,2.0,1.0,3.0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,6,2,0.75
4,2,4285,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,97.0,2.0,2.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,6,9,2,0.75
4,2,4285,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,3.0,1.0,,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4.0,4.0,6,6,2,0.75
4,2,4275,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,3.0,5.0,6,5,2,0.75
4,2,4227,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3.0,1.0,,4.0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,4,1,4.0,4.0,6,3,2,0.75
4,2,4220,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,3.0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1,3.0,3.0,6,6,2,0.75
4,2,4213,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,6,1,4.0,4.0,6,3,2,0.75
4,2,4211,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3.0,1.0,,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3.0,3.0,6,7,2,0.75
4,2,4211,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4.0,1.0,,4.0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,4,1,4.0,2.0,6,6,2,0.75
4,2,4209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,,,2,3,2,0.75
4,2,4178,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,,0,1,1,1,1,0,0,0,0,0,0,0,1,4,1,4.0,3.0,4,3,2,0.75
4,2,4178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3.0,1.0,,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,3.0,2.0,6,2,2,0.75
4,2,4178,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8,3.0,1.0,,4.0,,0,1,0,1,1,1,0,0,0,0,0,0,1,5,1,5.0,4.0,6,3,2,0.75
4,2,4170,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3.0,2.0,2.0,1.0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2,1.0,1.0,6,3,2,0.75
4,2,4157,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,4.0,4.0,6,6,2,0.75
4,2,4132,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,1.0,,3.0,2,0,1,0,0,1,1,0,0,0,0,0,0,2,3,1,3.0,2.0,6,1,2,0.75
4,2,4124,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,1,1,1,0,1,0,0,0,0,0,0,2,3,1,3.0,3.0,6,5,2,0.75
4,2,4124,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,4.0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,3,1,3.0,3.0,6,8,2,0.75
4,2,4034,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,6,1,0.75
4,2,4032,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,1.0,,4.0,2,1,1,1,1,0,1,0,0,0,0,1,0,1,5,1,4.0,2.0,6,1,2,0.75
2,2,4305,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,,,6,2,2,0.94
2,2,4213,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,2.0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3.0,3.0,3,1,1,0.94
2,2,4207,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2.0,1.0,,3.0,,0,0,1,0,0,1,0,0,0,0,0,0,3,3,1,4.0,3.0,6,2,2,0.94
2,2,4165,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5.0,1.0,,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3.0,3.0,4,1,2,0.94
7,2,4573,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,97.0,1.0,,5.0,2,1,0,1,1,1,1,0,0,1,0,0,0,1,3,1,4.0,3.0,6,8,2,1.02
7,2,4573,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,3.0,3.0,3,8,2,1.02
7,2,4564,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,4.0,4.0,6,8,2,1.02
7,2,4556,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,,0,0,1,0,1,1,0,0,0,0,0,0,1,6,1,3.0,4.0,6,8,2,1.02
7,2,4556,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,4.0,6,8,2,1.02
7,2,4556,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,6,1,3.0,3.0,6,8,2,1.02
7,2,4551,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,,,6,8,2,1.02
7,2,4551,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1.0,2.0,6,8,2,1.02
7,2,4551,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,5.0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4514,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,3,2,1.02
7,2,4510,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,3.0,2.0,2.0,3.0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,2,2,2.0,2.0,6,8,2,1.02
7,2,4510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,1,0,0,1,0,0,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4509,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,3.0,3.0,3,8,2,1.02
7,2,4504,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,,0,1,1,1,1,0,0,0,0,0,0,0,1,5,1,5.0,5.0,6,8,2,1.02
7,2,4503,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,1,0,1,1,0,0,0,0,0,0,0,2,6,1,4.0,4.0,6,8,2,1.02
7,2,4306,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,4.0,4.0,6,8,2,1.02
7,2,4227,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1.0,1.0,,3.0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,3.0,4.0,6,8,2,1.02
7,2,4226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,,,6,8,2,1.02
7,2,4226,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,5.0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,5,1,4.0,4.0,6,8,2,1.02
7,2,4226,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4224,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9,3.0,2.0,1.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,3.0,3.0,6,8,2,1.02
7,2,4220,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4217,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,,4.0,,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,4.0,4.0,5,8,1,1.02
7,2,4215,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,3.0,1.0,,5.0,2,0,1,1,1,0,1,0,0,0,0,0,0,1,5,1,4.0,4.0,6,8,2,1.02
7,2,4212,5,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,4.0,1.0,,4.0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,4.0,4.0,6,8,2,1.02
7,2,4211,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,,1,1,1,0,0,1,0,0,0,0,1,0,3,4,1,4.0,4.0,6,8,1,1.02
7,2,4211,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1.0,3.0,6,8,2,1.02
7,2,4209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,1,1,1,0,0,0,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4209,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,1,0,1,1,0,0,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4209,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,5.0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,4,2,4.0,3.0,6,8,2,1.02
7,2,4207,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1.0,2.0,1.0,3.0,2,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,2.0,2.0,6,8,2,1.02
7,2,4207,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,5.0,1.0,,4.0,,0,1,1,1,1,0,0,0,0,0,0,0,1,2,1,3.0,2.0,6,8,2,1.02
7,2,4205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,1,1,0,1,0,0,0,0,0,0,1,2,1,,,6,9,2,1.02
7,2,4173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4164,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,6,1,4.0,4.0,6,8,2,1.02
7,2,4163,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4160,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1.0,1.0,,4.0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,3.0,3.0,6,8,2,1.02
7,2,4157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,,,6,8,2,1.02
7,2,4152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,3,4,1,,,6,8,2,1.02
7,2,4127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,1,1,0,0,0,0,0,1,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4122,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,4.0,4.0,6,8,2,1.02
7,2,4115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,,,6,8,2,1.02
7,2,4114,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,5.0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,6,1,4.0,3.0,6,9,2,1.02
7,2,4114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,,,6,8,2,1.02
7,2,4109,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,4.0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,3,1,3.0,4.0,6,8,2,1.02
7,2,4109,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4105,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,4.0,3.0,6,9,2,1.02
7,2,4104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1.0,2.0,3.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,2,1.0,1.0,6,8,2,1.02
7,2,4053,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3.0,3.0,6,8,2,1.02
7,2,4034,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,,,6,8,2,1.02
7,2,4034,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,5.0,1.0,,5.0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,4.0,3.0,6,8,2,1.02
7,2,4034,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,2,1,1,1,1,1,0,0,0,0,0,1,0,3,2,1,4.0,3.0,6,7,2,1.02
7,2,4032,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,2,0,1,0,1,1,1,0,0,0,0,0,0,2,5,1,5.0,5.0,6,9,2,1.02
7,2,4021,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,2,4,1,,,6,8,2,1.02
7,2,4020,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3.0,4.0,6,8,2,1.02
7,2,4020,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,4.0,3.0,6,8,2,1.02
7,2,4019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,1,1,0,1,0,1,0,0,0,0,1,0,1,2,1,,,6,8,2,1.02
7,2,4018,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5.0,1.0,,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,3.0,2.0,6,9,1,1.02
7,2,4007,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,9,1.0,1.0,,5.0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,4,1,4.0,4.0,6,8,2,1.02
7,2,4879,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,3.0,4.0,6,3,2,1.04
7,2,4879,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,2.0,1.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3.0,3.0,5,8,2,1.04
7,2,4878,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,4.0,1.0,,4.0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,4,1,4.0,3.0,6,3,2,1.04
7,2,4877,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,1,1,1,0,0,1,0,0,1,0,0,0,1,4,1,,,6,8,2,1.04
7,2,4870,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,3.0,3.0,6,8,1,1.04
7,2,4870,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,2.0,1.0,5.0,,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,4.0,3.0,6,3,1,1.04
7,2,4870,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,2.0,1.0,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,5.0,6,3,1,1.04
7,2,4870,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,97.0,1.0,,5.0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.04
7,2,4870,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,5.0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,4.0,4.0,6,8,2,1.04
7,2,4860,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,4.0,4.0,6,8,2,1.04
7,2,4818,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,4.0,5,3,1,1.04
7,2,4815,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,4.0,4.0,6,8,2,1.04
7,2,4810,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,,,6,8,2,1.04
7,2,4805,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,97.0,1.0,,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,5,1,5.0,5.0,6,8,2,1.04
7,2,4740,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,,,6,8,2,1.04
7,2,4702,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,,,6,8,2,1.04
7,2,4701,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,97.0,1.0,,5.0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,4.0,4.0,6,7,1,1.04
7,2,4680,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,4,1,4.0,3.0,2,8,2,1.04
7,2,4680,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,1.0,,5.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,5.0,3.0,2,8,2,1.04
7,2,4680,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,4.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,3.0,2.0,6,8,2,1.04
7,2,4670,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,1,1,1,1,1,0,0,0,0,0,0,1,4,1,,,6,3,2,1.04
7,2,4670,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,3.0,5,8,2,1.04
7,2,4655,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,5,1,4.0,4.0,6,8,2,1.04
7,2,4655,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,2.0,1.0,2.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2.0,2.0,6,8,2,1.04
7,2,4650,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,0,0,1,0,0,0,0,0,0,1,6,1,,,6,8,2,1.04
7,2,4615,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,1.0,1.0,,5.0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,4,1,4.0,4.0,6,8,2,1.04
7,2,4580,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,97.0,2.0,1.0,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3.0,3.0,6,8,1,1.04
7,2,4580,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,,,6,8,2,1.04
7,2,4570,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,5.0,2.0,2.0,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,3.0,3.0,6,2,2,1.04
7,2,4570,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5.0,1.0,,5.0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,4,1,4.0,3.0,6,8,2,1.04
7,2,4570,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,15,3.0,2.0,1.0,1.0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1.0,1.0,6,8,2,1.04
7,2,4352,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5.0,1.0,,2.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,2.0,2.0,6,8,2,1.04
7,2,4350,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4.0,1.0,,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,5.0,5.0,6,8,2,1.04
7,2,4343,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,4.0,6,7,2,1.04
7,2,4343,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,1.0,,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,4.0,6,7,2,1.04
7,2,4304,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,,,6,6,2,1.04
5,2,4870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1.0,1.0,,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,3.0,3.0,4,6,1,1.12
5,2,4870,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,4.0,5,3,1,1.12
5,2,4870,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,,,4,8,2,1.12
5,2,4870,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1.0,,5.0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,4,1,4.0,4.0,5,2,2,1.12
5,2,4818,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,4.0,2.0,1.0,4.0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,4,1,4.0,4.0,6,7,2,1.12
5,2,4814,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3.0,1.0,,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,3.0,3.0,6,7,2,1.12
5,2,4812,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15,97.0,1.0,,5.0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,4,2,5.0,5.0,2,7,2,1.12
5,2,4810,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.0,2.0,1.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2.0,1.0,3,6,2,1.12
5,2,4703,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3.0,3.0,6,8,2,1.12
5,2,4700,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,1.0,,5.0,2,0,1,1,0,0,1,0,0,0,0,0,0,2,4,2,4.0,4.0,6,7,2,1.12
5,2,4680,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,5.0,1.0,,5.0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,5.0,5.0,4,7,2,1.12
