SC2,SC3,SC4,B2b,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E1_12,E1_13,E1_14,E1_15,E1_16,E1_15_TEXT,E2,E3,E3_TEXT,E8,E8a,E7,H1,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H7_1,H7_2,H7_3,H7_4,H7_5,H7_5_TEXT,H8,H9New,H10,H11,H12,Z1,Z5,Z5_TEXT,Z10,WEIGHT
3,1,4610,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,,,6,1,,2,1.56
5,1,4870,5,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,,6,5,,1,,4,2,1,1,1,0,0,0,0,0,1,0,0,0,,1,4,1,4,4,2,3,,2,1.65
5,1,4870,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Apply for death certificate,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,3,,2,1.65
5,1,4814,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,1,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,2,1,3,3,6,3,,2,1.65
5,1,4740,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,5,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,2,3,6,8,,2,1.65
5,1,4701,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,applied for jobs,15,3,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,6,3,,2,1.65
5,1,4680,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,,3,5,,1,,5,99,0,1,0,0,0,0,0,0,0,0,0,0,,99,5,1,4,3,6,6,,2,1.65
5,1,4680,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,99,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,3,5,3,,2,1.65
5,1,4670,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,1,1,2,6,3,,2,1.65
5,1,4655,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,1,0,0,1,0,0,0,0,0,0,,2,4,1,4,4,6,6,,2,1.65
5,1,4655,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,97,Divorced,2,1.65
5,1,4304,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,1,1,0,0,0,0,0,0,0,0,,1,6,1,3,3,6,5,,2,1.65
5,1,4301,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,1,3,4,6,6,,2,1.65
5,1,4075,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,2,,,6,8,,2,1.65
5,1,4557,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,4,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,3,6,8,,2,2.14
5,1,4305,99,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,3,6,7,,2,2.14
5,1,4223,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,1,1,1,4,2,,2,2.14
5,1,4215,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,renewed a passport,15,5,,2,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,2.14
5,1,4212,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,,2,1,3,2,1,1,0,1,0,0,0,0,1,0,0,0,,1,3,2,3,4,5,3,,2,2.14
5,1,4128,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,3,2,0,0,0,0,1,1,0,0,0,0,0,0,,1,2,1,2,2,6,4,,2,2.14
5,1,4105,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,9,3,,1,,4,2,0,0,1,1,0,0,0,0,0,0,0,0,,2,2,1,3,3,6,6,,2,2.14
5,1,4032,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,1,0,1,0,0,0,0,0,0,,2,6,1,,,6,1,,2,2.14
5,1,4030,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,11,97,application,2,2,3,99,0,0,0,1,0,1,0,0,0,0,0,0,,99,2,1,2,2,6,8,,2,2.14
2,1,4000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,1,1,0,0,0,0,0,0,,2,4,1,,,5,7,,1,5.59
2,1,4670,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,6,1,,,4,1,,1,6.27
3,2,4879,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,6,2,,,6,3,,2,0.63
3,2,4817,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,14,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,4,6,1,,2,0.63
3,2,4680,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,5,2,0,1,1,0,1,0,0,0,0,0,0,0,,1,3,1,4,4,6,5,,2,0.63
3,2,4670,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,1,1,1,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,97,adult living with parents,2,0.63
3,2,4650,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,10,2,,1,,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,1,3,3,6,6,,2,0.63
3,2,4350,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,6,97,Community service,1,,5,2,1,1,0,1,0,1,0,0,0,0,1,0,,1,4,2,4,3,4,5,,2,0.63
3,2,4304,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,bought first house,15,2,,1,,4,2,0,1,0,0,1,0,0,0,0,0,0,0,,1,3,1,3,3,6,1,,2,0.63
3,2,4078,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,5,99,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,2,4,4,6,3,,2,0.63
3,2,4560,4,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,,8,3,,1,,3,1,0,0,0,0,1,0,0,0,0,1,0,0,,1,4,1,3,4,2,3,,1,0.66
3,2,4557,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,1,1,1,1,1,0,0,0,0,0,0,,1,3,1,3,3,6,5,,2,0.66
3,2,4207,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Transfer of a vehicle,15,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,1,4,4,6,4,,2,0.66
3,2,4184,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,,99,6,1,,,6,5,,2,0.66
3,2,4122,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,,1,,4,99,1,0,0,1,0,0,0,0,1,1,0,0,,1,4,1,4,3,6,3,,1,0.66
3,2,4054,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,6,1,3,3,5,3,,2,0.66
4,2,4870,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,,,6,2,,2,0.67
4,2,4870,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,7,3,,1,,5,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,4,2,4,4,6,6,,2,0.67
4,2,4818,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,6,1,,,6,6,,2,0.67
4,2,4746,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,1,0,1,0,0,0,0,0,0,0,,2,3,1,,,6,3,,2,0.67
4,2,4740,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,3,1,,,6,3,,2,0.67
4,2,4670,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,applied for Traffic Controllers Licence,15,5,,2,1,3,2,1,1,1,1,1,1,0,0,1,0,0,0,,1,3,1,4,2,6,97,Own house and share with 2  people,2,0.67
4,2,4670,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,1,,,5,3,,2,0.67
4,2,4655,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,0,0,0,0,0,0,0,0,0,,99,2,1,,,5,6,,2,0.67
4,2,4350,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,4,1,4,3,3,4,,2,0.67
4,2,4075,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,8,3,,1,,5,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,5,1,4,4,6,3,,2,0.67
6,2,4870,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,5,1,4,3,6,8,,2,0.69
6,2,4870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,1,0,0,0,1,0,1,0,0,0,0,0,1,Telstra,2,4,1,,,6,2,,2,0.69
6,2,4870,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,5,8,,2,0.69
6,2,4870,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,12,3,,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,4,6,8,,2,0.69
6,2,4870,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,2,1,5,99,1,1,0,0,1,1,0,0,1,0,0,0,,1,5,1,4,4,6,8,,2,0.69
6,2,4868,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,1,1,0,0,0,0,0,0,,1,4,1,4,3,6,3,,2,0.69
6,2,4860,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,3,3,5,97,"couple, children left home",2,0.69
6,2,4817,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,1,1,1,1,0,1,1,0,0,0,0,1,0,,1,4,2,4,3,6,8,,2,0.69
6,2,4817,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,3,1,,,6,7,,2,0.69
6,2,4814,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,senior's discount for car rego,5,97,Bpay,1,,5,2,0,0,0,0,0,1,0,0,0,0,0,0,,2,4,2,4,4,6,8,,2,0.69
6,2,4812,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,99,4,1,4,4,6,8,,2,0.69
6,2,4812,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,14,2,,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,,2,2,1,2,2,6,8,,2,0.69
6,2,4811,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,3,,2,0.69
6,2,4740,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,3,5,,1,,3,2,1,1,1,0,1,0,0,0,0,0,1,0,,1,3,1,3,3,6,2,,2,0.69
6,2,4740,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.69
6,2,4740,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,,99,3,2,3,2,5,8,,2,0.69
6,2,4740,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.69
6,2,4740,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,3,,2,0.69
6,2,4740,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,3,1,,,6,3,,2,0.69
6,2,4701,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,99,0,0,0,0,1,1,0,0,0,0,0,0,,1,5,1,4,4,6,8,,2,0.69
6,2,4700,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,4,6,8,,2,0.69
6,2,4680,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,1,4,3,6,8,,2,0.69
6,2,4680,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,5,2,0,1,0,0,1,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,0.69
6,2,4680,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,8,,2,0.69
6,2,4671,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,97,local police station,1,,5,2,0,0,1,0,1,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,0.69
6,2,4670,3,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,3,4,6,97,children left home,2,0.69
6,2,4670,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,4,6,7,,2,0.69
6,2,4655,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,4,2,8,,2,0.69
6,2,4655,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,1,1,1,1,0,1,0,0,1,0,0,0,,1,4,1,4,4,6,8,,2,0.69
6,2,4655,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,4,4,6,2,,2,0.69
6,2,4655,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,2,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,,1,3,2,3,3,4,7,,2,0.69
6,2,4650,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,97,bpay,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,99,3,1,4,3,6,3,,2,0.69
6,2,4570,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,1,0,1,0,0,0,0,0,0,0,,1,5,1,5,5,6,8,,2,0.69
6,2,4370,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,3,6,8,,2,0.69
6,2,4361,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,4,1,4,4,6,8,,2,0.69
6,2,4350,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,99,0,0,1,0,0,1,0,0,0,0,0,0,,2,3,1,3,4,6,8,,2,0.69
6,2,4350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,,2,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,,2,2,1,2,2,5,2,,2,0.69
6,2,4310,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,6,97,single parent with adult child living at home,2,0.69
4,2,4560,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,11,97,through current housing provider,2,1,3,2,1,1,0,1,1,0,0,0,1,0,0,0,,99,3,1,3,4,6,3,,2,0.75
4,2,4558,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,2,1,4,2,0,1,0,1,1,0,0,0,0,0,0,0,,2,5,2,5,4,6,3,,1,0.75
4,2,4558,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,1,1,0,0,0,0,0,0,0,,2,3,2,4,5,6,3,,2,0.75
4,2,4305,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,14,3,,2,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,,1,4,1,4,4,6,6,,2,0.75
4,2,4285,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,10,97,multiple,2,2,1,99,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,6,97,other,2,0.75
4,2,4285,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,4,4,6,6,,2,0.75
4,2,4275,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,1,0,0,0,0,0,0,0,0,0,,2,3,1,3,5,6,5,,2,0.75
4,2,4227,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,3,,2,0.75
4,2,4220,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,3,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,3,1,3,3,6,6,,2,0.75
4,2,4213,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,1,0,1,0,0,0,0,0,0,0,,1,6,1,4,4,6,3,,2,0.75
4,2,4211,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,3,2,0,0,1,0,0,0,0,0,0,0,0,0,,1,3,1,3,3,6,7,,2,0.75
4,2,4211,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,6,4,,1,,4,2,0,1,0,1,1,1,0,0,0,0,0,0,,1,4,1,4,2,6,6,,2,0.75
4,2,4209,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,,,2,3,,2,0.75
4,2,4178,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,99,0,1,1,1,1,0,0,0,0,0,0,0,,1,4,1,4,3,4,3,,2,0.75
4,2,4178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,applied for a relaxation on a new build,15,3,,1,,4,99,0,0,0,1,0,0,0,0,0,0,0,0,,99,3,1,3,2,6,2,,2,0.75
4,2,4178,5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,,8,3,,1,,4,99,0,1,0,1,1,1,0,0,0,0,0,0,,1,5,1,5,4,6,3,,2,0.75
4,2,4170,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Disability Permit and Taxi Transport Subsidy Card,5,3,,2,2,1,2,0,1,0,1,1,1,0,0,0,0,0,0,,1,1,2,1,1,6,3,,2,0.75
4,2,4157,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,2,4,4,6,6,,2,0.75
4,2,4132,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,3,2,0,1,0,0,1,1,0,0,0,0,0,0,,2,3,1,3,2,6,1,,2,0.75
4,2,4124,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,1,1,1,0,1,0,0,0,0,0,0,,2,3,1,3,3,6,5,,2,0.75
4,2,4124,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,1,1,1,1,0,0,0,0,0,0,0,,1,3,1,3,3,6,8,,2,0.75
4,2,4034,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,99,0,0,0,1,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,6,,1,0.75
4,2,4032,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,,1,,4,2,1,1,1,1,0,1,0,0,0,0,1,0,,1,5,1,4,2,6,1,,2,0.75
2,2,4305,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,6,1,,,6,2,,2,0.94
2,2,4213,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,3,1,3,3,3,1,,1,0.94
2,2,4207,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,4,2,,1,,3,99,0,0,1,0,0,1,0,0,0,0,0,0,,99,3,1,4,3,6,2,,2,0.94
2,2,4165,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,5,5,,1,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,2,2,3,3,4,1,,2,0.94
7,2,4573,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,97,done by dealership,1,,5,2,1,0,1,1,1,1,0,0,1,0,0,0,,1,3,1,4,3,6,8,,2,1.02
7,2,4573,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,1,0,0,0,0,0,0,0,,1,4,1,3,3,3,8,,2,1.02
7,2,4564,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,4,4,6,8,,2,1.02
7,2,4556,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,99,0,0,1,0,1,1,0,0,0,0,0,0,,1,6,1,3,4,6,8,,2,1.02
7,2,4556,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,2,4,4,6,8,,2,1.02
7,2,4556,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,6,1,3,3,6,8,,2,1.02
7,2,4551,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,6,8,,2,1.02
7,2,4551,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,1,1,1,2,6,8,,2,1.02
7,2,4551,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,5,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,1.02
7,2,4514,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,3,,2,1.02
7,2,4510,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,2,2,3,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,2,2,2,2,6,8,,2,1.02
7,2,4510,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,0,0,1,0,0,0,0,0,0,,1,4,1,,,6,8,,2,1.02
7,2,4509,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,6,1,3,3,3,8,,2,1.02
7,2,4504,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,99,0,1,1,1,1,0,0,0,0,0,0,0,,1,5,1,5,5,6,8,,2,1.02
7,2,4503,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,1,1,0,0,0,0,0,0,0,,2,6,1,4,4,6,8,,2,1.02
7,2,4306,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,4,1,4,4,6,8,,2,1.02
7,2,4227,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,,2,3,2,3,4,6,8,,2,1.02
7,2,4226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,1,0,0,0,0,0,0,0,0,0,1,0,,1,3,1,,,6,8,,2,1.02
7,2,4226,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,5,2,1,1,0,1,0,0,0,0,0,0,0,1,Radio,1,5,1,4,4,6,8,,2,1.02
7,2,4226,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,1.02
7,2,4224,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,,9,3,,2,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,2,1,3,3,6,8,,2,1.02
7,2,4220,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,8,,2,1.02
